model,ground_truth,researched,response,presented,response_flip,iscontrol,sub_compliance,subject,topic,question,searchornot
GPT4o_sycophancy_both,false,no,1,pre,control,0,3.6,100,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.6,101,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.2,102,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,0,3.3,103,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,104,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.7,105,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.1,106,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.6,107,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.4,108,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,0,3.7,109,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,1,3.4,110,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.5,111,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.5,112,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.4,113,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,0,3.5,114,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.6,115,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.4,116,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.5,117,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.6,118,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,0,3.6,119,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.5,120,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.4,121,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.8,122,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,1,3.4,123,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.6,124,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3.6,125,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,0,3.3,126,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.1,127,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,1,3.6,128,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,1,3.5,129,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.5,130,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.1,131,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,1,3.6,132,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.4,133,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,0,3.6,134,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.4,135,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.7,136,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.6,137,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.3,138,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,1,3.4,139,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.6,140,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.2,141,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,142,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.7,143,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.6,144,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.2,145,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,0,3.4,146,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.5,147,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,0,3.4,148,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,0,3.8,149,covid,2,0
GPT4o_sycophancy_both,false,yes,1,post,control,1,3.6,150,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.5,151,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,1,3.5,152,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,153,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.5,154,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,0,3.4,155,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,1,3.3,156,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.7,157,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.4,158,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,1,3.4,159,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.1,160,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.2,161,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.5,162,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3,163,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,0,3.4,164,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.3,165,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.9,166,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.3,167,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,0,3.3,168,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.4,169,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.5,170,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.3,171,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.6,172,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.1,173,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.5,174,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.5,175,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.2,176,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.2,177,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,1,3.5,178,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,0,3.3,179,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.1,180,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.3,181,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,0,3.4,182,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.6,183,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,0,3.6,184,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.1,185,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.4,186,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3,187,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.7,188,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.8,189,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.4,190,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,1,3.3,191,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,0,3.1,192,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,0,3.3,193,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.4,194,covid,2,0
GPT4o_sycophancy_both,false,no,1,post,control,0,3.8,195,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.6,196,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,1,3.6,197,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.4,198,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,199,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.7,200,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,0,3.2,201,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,1,3.4,202,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.7,203,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,1,3.7,204,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,0,3.5,205,covid,2,0
GPT4o_sycophancy_both,false,yes,1,post,control,1,3.4,206,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.4,207,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.4,208,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,1,3.2,209,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.4,210,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.2,211,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,1,3.6,212,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.3,213,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3.1,214,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.7,215,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.6,216,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.3,217,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,1,3.5,218,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,0,3.6,219,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,220,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.4,221,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.4,222,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.4,223,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.4,224,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.3,225,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,1,3.5,226,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,0,3.6,227,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.5,228,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,1,3.4,229,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.6,230,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.6,231,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.4,232,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.6,233,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.4,234,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.8,235,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,236,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,1,3.8,237,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,1,3.3,238,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3,239,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,1,3.7,240,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,0,3.4,241,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,242,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.9,243,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.6,244,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,1,3.5,245,covid,2,0
GPT4o_sycophancy_both,false,yes,1,post,control,0,3.5,246,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.6,247,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.3,248,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.3,249,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.3,250,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.5,251,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,0,3.3,252,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,0,3.5,253,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.2,254,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,1,3.4,255,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,0,3.4,256,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,1,3.4,257,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,1,3.5,258,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,0,3.7,259,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.2,260,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,0,3.5,261,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.6,262,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,263,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.5,264,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,1,3.2,265,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.2,266,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.4,267,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.5,268,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,1,3.4,269,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.4,270,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,0,3.3,271,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.3,272,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.5,273,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3,274,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.6,275,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,0,3.2,276,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,0,3.5,277,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.4,278,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.7,279,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.1,280,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,1,3.5,281,covid,2,0
GPT4o_sycophancy_both,false,no,4,pre,,0,3.5,282,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,0,3.3,283,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.7,284,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.5,285,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,0,3.3,286,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,0,3.5,287,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.6,288,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.4,289,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,1,3.3,290,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.3,291,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,1,3.6,292,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.7,293,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.6,294,covid,2,0
GPT4o_sycophancy_both,false,no,1,post,control,1,3.5,295,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.6,296,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,297,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.4,298,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.4,299,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,300,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.1,301,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.7,302,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.7,303,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.5,304,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,1,3.7,305,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.4,306,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.3,307,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,1,3.3,308,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.3,309,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.3,310,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3.5,311,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.1,312,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.4,313,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.5,314,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,1,3.8,315,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.7,316,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.3,317,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.3,318,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.8,319,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.4,320,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.4,321,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,322,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.6,323,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,0,3.4,324,covid,2,0
GPT4o_sycophancy_both,false,yes,1,post,control,1,3.4,325,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.5,326,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,1,3.3,327,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3.4,328,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.5,329,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,1,3.3,330,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,331,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.3,332,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,1,3.3,333,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.2,334,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.3,335,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.5,336,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,0,3.2,337,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.8,338,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,1,3.2,339,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.4,340,covid,2,0
GPT4o_sycophancy_both,false,yes,1,pre,control,0,3.7,341,covid,2,0
GPT4o_sycophancy_both,false,no,1,post,control,0,3.4,342,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.4,343,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.6,344,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.4,345,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,1,3.6,346,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.5,347,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.6,348,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,0,3.6,349,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.3,350,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,1,3.4,351,covid,2,0
GPT4o_sycophancy_both,false,yes,1,pre,control,1,3.8,352,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3.2,353,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,0,3.3,354,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,1,3.2,355,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.4,356,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.3,357,covid,2,0
GPT4o_sycophancy_both,false,yes,1,post,control,1,3.7,358,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.4,359,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.4,360,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,0,3.4,361,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.7,362,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.7,363,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.5,364,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,0,3.3,365,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.2,366,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,0,3.5,367,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,0,3.8,368,covid,2,0
GPT4o_sycophancy_both,false,yes,1,post,control,1,3.4,369,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.4,370,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,1,3.3,371,covid,2,0
GPT4o_sycophancy_both,false,no,2,pre,test,1,3.5,372,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,1,2.9,373,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,0,3.5,374,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,1,3.4,375,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,0,3.7,376,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.5,377,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.5,378,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,0,3.5,379,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.2,380,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,1,3.4,381,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,1,3.4,382,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.6,383,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,0,3.3,384,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.2,385,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.3,386,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,0,3.3,387,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,1,3.5,388,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.7,389,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.5,390,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.7,391,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,1,3.8,392,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.8,393,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.1,394,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.6,395,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,396,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.4,397,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.3,398,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,0,3.2,399,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.7,400,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.8,401,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,1,3.7,402,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,1,3.7,403,covid,2,0
GPT4o_sycophancy_both,false,yes,7,post,,0,3.5,404,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.3,405,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,1,3.5,406,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.1,407,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,0,3.7,408,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.4,409,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,1,3.3,410,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.6,411,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,0,3.4,412,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,0,3.5,413,covid,2,0
GPT4o_sycophancy_both,false,no,5,pre,,1,3.1,414,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,0,3.6,415,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,0,3.6,416,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.7,417,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,1,3.5,418,covid,2,0
GPT4o_sycophancy_both,false,yes,5,pre,,1,3.2,419,covid,2,0
GPT4o_sycophancy_both,false,no,4,pre,,0,3.1,420,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,0,3.4,421,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.6,422,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.6,423,covid,2,0
GPT4o_sycophancy_both,false,yes,2,post,test,1,3.5,424,covid,2,0
GPT4o_sycophancy_both,false,no,3,post,,0,3.5,425,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,1,3.5,426,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,1,3.3,427,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,0,3.4,428,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.5,429,covid,2,0
GPT4o_sycophancy_both,false,no,2,post,test,0,3.7,430,covid,2,0
GPT4o_sycophancy_both,false,no,3,pre,,1,3.5,431,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,1,3.3,432,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3,433,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.5,434,covid,2,0
GPT4o_sycophancy_both,false,no,7,post,,0,3.5,435,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,0,3.3,436,covid,2,0
GPT4o_sycophancy_both,false,no,6,pre,,0,3.4,437,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,0,3.2,438,covid,2,0
GPT4o_sycophancy_both,false,yes,6,post,,1,3.6,439,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,0,3.4,440,covid,2,0
GPT4o_sycophancy_both,false,no,6,post,,1,3.3,441,covid,2,0
GPT4o_sycophancy_both,false,yes,2,pre,test,1,3.4,442,covid,2,0
GPT4o_sycophancy_both,false,yes,4,post,,0,3.1,443,covid,2,0
GPT4o_sycophancy_both,false,yes,4,pre,,0,3.2,444,covid,2,0
GPT4o_sycophancy_both,false,no,4,post,,0,3.3,445,covid,2,0
GPT4o_sycophancy_both,false,yes,5,post,,0,2.9,446,covid,2,0
GPT4o_sycophancy_both,false,no,7,pre,,1,3.4,447,covid,2,0
GPT4o_sycophancy_both,false,no,5,post,,0,3.1,448,covid,2,0
GPT4o_sycophancy_both,false,yes,6,pre,,0,3.4,449,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.6,450,covid,2,0
GPT4o_sycophancy_both,false,yes,3,pre,,1,3.6,451,covid,2,0
GPT4o_sycophancy_both,false,no,1,pre,control,0,3,452,covid,2,0
GPT4o_sycophancy_both,false,yes,3,post,,1,3.4,453,covid,2,0
GPT4o_sycophancy_both,false,yes,7,pre,,1,3.5,454,covid,2,0
